GWL;x;y;eusr5000;aet;pdsi;pet;soil;srad;swe;NDVI;DHM
111.2893;458953.0153;5429354.082;133.5734;47.8667;-1.7096;64.1983;48.005;130.7258;2.4667;0.6019;116
238.8416;410979.0226;5316112.992;133.5734;52.6842;-1.1016;64.3067;40.7708;134.7375;2.5;0.5124;245
113.8269;461874.8572;5428510.412;133.5734;47.9333;-1.7142;63.9433;49.045;130.5333;2.525;0.6743;118
98.6804;455954.2192;5441177.398;120.7396;45.7575;-1.7318;64.2942;45.635;130.8475;2.2333;0.7983;106
100.2324;456486.0089;5441352.327;120.7396;45.7575;-1.7318;64.2942;45.635;130.8475;2.2333;0.597;101
103.5284;458691.1363;5441426.292;120.7396;46.2675;-1.7593;63.8867;47.4783;130.6783;2.4083;0.6983;112
106.7301;463350.2928;5441998.052;133.5734;46.3075;-1.8074;64.215;48.25;130.3017;2.275;0.8191;121
106.7684;463350.2928;5441999.052;133.5734;46.3075;-1.8074;64.215;48.25;130.3017;2.275;0.8191;121
107.4155;455145.5249;5430863.49;120.7396;47.7867;-1.7029;65.075;46.62;130.8275;2.3583;0.5353;115
134.7065;422335.5523;5384217.018;120.7396;50.0817;-1.4869;61.9117;51.365;132.2933;2.575;0.8435;141
99.9701;456217.114;5439821.936;120.7396;45.7575;-1.7318;64.2942;45.635;130.8475;2.2333;0.7315;104
189.9356;397115.5195;5319215.814;120.7396;50.9108;-0.8855;66.1508;41.6825;135.8892;2.325;0.6217;193
142.8635;415933.0928;5371700.985;133.5734;50.445;-1.4928;64.0125;49.765;132.8192;2.05;0.674;146
100.0582;456217.114;5439821.936;120.7396;45.7575;-1.7318;64.2942;45.635;130.8475;2.2333;0.7315;104
130.374;420836.1587;5388213.433;120.7396;49.5775;-1.5506;62.0033;50.2983;132.07;2.4833;0.6626;130
133.093;417585.4538;5384125.055;120.7396;49.9225;-1.5432;63.0958;50.4158;132.2708;2.325;0.6833;136
101.2334;456906.8408;5439478.071;120.7396;45.7575;-1.7318;64.2942;45.635;130.8475;2.2333;0.7859;112
101.3526;456906.8408;5439478.071;120.7396;45.7575;-1.7318;64.2942;45.635;130.8475;2.2333;0.7859;112
132.1814;425431.3182;5387483.723;120.7396;49.9292;-1.4802;61.6508;50.1392;132.1075;2.625;0.7673;138
106.0535;459981.6246;5439942.879;120.7396;46.2675;-1.7593;63.8867;47.4783;130.6783;2.4083;0.8469;119
193.3107;397875.2438;5313223.198;120.7396;50.0725;-0.9068;65.42;39.795;135.8467;1.9333;0.7965;200
193.2786;397875.2438;5313223.198;120.7396;50.0725;-0.9068;65.42;39.795;135.8467;1.9333;0.7965;200
105.7196;453913.0142;5431849.101;120.7396;47.6833;-1.7045;64.9042;45.8858;130.645;2.2;0.4735;112
193.691;395756.0996;5310279.379;120.7396;48.4292;-0.9072;65.1517;37.7058;136.175;1.8667;0.7164;205
105.8663;453913.0142;5431849.101;120.7396;47.6833;-1.7045;64.9042;45.8858;130.645;2.2;0.4735;112
193.6775;395756.0996;5310279.379;120.7396;48.4292;-0.9072;65.1517;37.7058;136.175;1.8667;0.7164;205
105.7005;453913.0142;5431849.101;120.7396;47.6833;-1.7045;64.9042;45.8858;130.645;2.2;0.4735;112
202.0791;396567.7931;5302317.559;120.7396;47.3467;-0.8877;64.4342;35.2475;136.0975;1.9833;0.5103;216
145.7565;410501.2573;5365800.332;120.7396;50.1767;-1.4729;64.0742;49.11;132.9483;2.1583;0.7097;144
106.6097;457607.5515;5431574.204;133.5734;47.8667;-1.7096;64.1983;48.005;130.7258;2.4667;0.88;124
106.7025;457607.5515;5431574.204;133.5734;47.8667;-1.7096;64.1983;48.005;130.7258;2.4667;0.88;124
106.5965;457607.5515;5431574.204;133.5734;47.8667;-1.7096;64.1983;48.005;130.7258;2.4667;0.88;124
107.6182;457583.5611;5431624.184;133.5734;47.8667;-1.7096;64.1983;48.005;130.7258;2.4667;0.88;124
106.5249;458746.1097;5436966.063;120.7396;46.9067;-1.7398;63.7258;47.9508;130.8958;2.4917;0.843;124
106.2437;459274.9033;5438659.391;120.7396;46.2675;-1.7593;63.8867;47.4783;130.6783;2.4083;0.7502;124
106.4543;458746.1097;5436966.063;120.7396;46.9067;-1.7398;63.7258;47.9508;130.8958;2.4917;0.843;124
106.33;458746.1097;5436966.063;120.7396;46.9067;-1.7398;63.7258;47.9508;130.8958;2.4917;0.843;124
106.3009;458746.1097;5436966.063;120.7396;46.9067;-1.7398;63.7258;47.9508;130.8958;2.4917;0.843;124
115.6375;438737.0284;5405968.389;133.5734;51.0792;-1.2931;64.1233;47.0792;131.8975;2.5417;0.8085;129
107.9618;461156.1557;5436729.152;133.5734;47.2933;-1.7422;63.9983;48.8283;130.4675;2.4417;0.7506;116
116.9476;430118.4612;5404187.09;120.7396;50.4325;-1.3888;63.9375;46.0958;131.8592;2.3833;0.6778;119
117.7144;429340.7712;5404212.079;120.7396;49.9208;-1.4152;63.8592;45.3225;131.835;2.1667;0.3751;120
107.9595;461156.1557;5436729.152;133.5734;47.2933;-1.7422;63.9983;48.8283;130.4675;2.4417;0.7506;116
106.5347;461156.1557;5436729.152;133.5734;47.2933;-1.7422;63.9983;48.8283;130.4675;2.4417;0.7506;116
107.2904;461156.1557;5436729.152;133.5734;47.2933;-1.7422;63.9983;48.8283;130.4675;2.4417;0.7506;116
111.9069;460496.4056;5430097.785;133.5734;47.8667;-1.7096;64.1983;48.005;130.7258;2.4667;0.283;115
107.7347;461941.8471;5438011.641;133.5734;46.6517;-1.7654;63.9042;48.56;130.235;2.4;0.6721;114
107.6775;461941.8471;5438011.641;133.5734;46.6517;-1.7654;63.9042;48.56;130.235;2.4;0.6721;114
127.2645;433710.0192;5394775.838;133.5734;52.1392;-1.2187;63.28;49.9783;131.7517;3.025;0.6599;128
159.2684;406881.6781;5349468.826;120.7396;51.7558;-1.2358;64.57;48.5175;133.9392;2.1667;0.5388;164
163.2806;406306.8938;5345465.417;120.7396;51.7558;-1.2358;64.57;48.5175;133.9392;2.1667;0.8459;175
202.4529;394302.6978;5301273.976;120.7396;47.3467;-0.8877;64.4342;35.2475;136.0975;1.9833;0.633;217
201.6295;396160.9554;5302672.417;120.7396;47.3467;-0.8877;64.4342;35.2475;136.0975;1.9833;0.6028;214
201.6585;396154.9578;5302672.417;120.7396;47.3467;-0.8877;64.4342;35.2475;136.0975;1.9833;0.6028;214
203.816;398737.9259;5304622.637;133.5734;48.4792;-0.8992;64.6533;36.735;135.5792;2.0417;0.5867;213
162.2017;405205.3335;5346045.187;120.7396;51.7558;-1.2358;64.57;48.5175;133.9392;2.1667;0.4957;166
133.1025;426615.8426;5386625.064;133.5734;50.9725;-1.4168;62.7725;49.4142;132.0333;2.75;0.8428;133
201.9902;398737.9259;5304622.637;133.5734;48.4792;-0.8992;64.6533;36.735;135.5792;2.0417;0.5867;213
135.7849;428387.1315;5385406.548;133.5734;51.9375;-1.3462;62.9342;50.7208;131.9867;2.8833;0.8117;137
206.6138;398738.9255;5304622.637;133.5734;48.4792;-0.8992;64.6533;36.735;135.5792;2.0417;0.5867;213
116.8532;448826.0158;5412693.717;133.5734;52.7392;-1.1807;63.5933;51.765;131.865;3.8;0.7901;122
97.9978;466634.0046;5459434.094;120.7396;46.3758;-1.848;64.4892;50.1192;129.06;2.1333;0.6225;109
188.8316;397005.5547;5320610.265;120.7396;50.9108;-0.8855;66.1508;41.6825;135.8892;2.325;0.6792;190
188.7197;397005.5547;5320610.265;120.7396;50.9108;-0.8855;66.1508;41.6825;135.8892;2.325;0.6792;190
189.4656;396445.7875;5319080.868;120.7396;50.9108;-0.8855;66.1508;41.6825;135.8892;2.325;0.621;191
135.6407;431710.805;5387518.713;133.5734;52.1525;-1.2622;63.315;50.1092;131.8592;2.9417;0.6222;138
135.4828;429965.5013;5386307.192;133.5734;52.1525;-1.2622;63.315;50.1092;131.8592;2.9417;0.6008;136
137.1208;428677.0141;5384652.847;133.5734;51.9375;-1.3462;62.9342;50.7208;131.9867;2.8833;0.6205;137
153.9317;407876.2916;5355619.38;120.7396;51.1808;-1.3122;64.8492;48.5467;133.3267;2.025;0.6095;157
131.6487;430404.3329;5390175.66;133.5734;52.1525;-1.2622;63.315;50.1092;131.8592;2.9417;0.6608;132
181.9923;395247.2181;5327178.676;120.7396;53.0008;-0.9148;65.815;47.0983;135.4917;3.15;0.7848;184
205.1835;392942.2424;5298265.175;120.7396;46.4558;-0.7358;64.6425;33.5933;136.315;1.85;0.6194;214
140.0665;426964.6952;5382396.739;133.5734;51.9375;-1.3462;62.9342;50.7208;131.9867;2.8833;0.5085;142
96.1851;472457.7075;5477491.908;92.1853;47.7242;-1.8643;64.9667;53.1475;127.2967;1.7833;0.6611;105
95.469;472447.7115;5477483.911;92.1853;47.7242;-1.8643;64.9667;53.1475;127.2967;1.7833;0.6611;105
139.464;422049.6553;5378929.115;133.5734;50.9075;-1.4618;63.115;51.1033;132.3425;2.5583;0.8013;139
114.9062;440616.2824;5408850.243;120.7396;51.6967;-1.2576;64.3733;47.8917;131.8333;2.75;0.7083;127
113.0685;440160.4644;5409811.86;120.7396;50.6058;-1.3032;64.1492;46.7517;131.4708;2.65;0.8644;116
126.305;420716.2116;5391402.168;120.7396;49.6583;-1.5306;63.5992;47.8258;132.105;2.15;0.6146;126
110.748;438824.9984;5413213.505;120.7396;49.7508;-1.3992;63.4758;45.9792;131.825;2.4583;0.7654;121
136.9257;420990.0847;5381175.225;120.7396;50.9075;-1.4618;63.115;51.1033;132.3425;2.5583;0.6474;138
137.9791;412134.6211;5376592.045;120.7396;50.0225;-1.5484;65.0983;48.8325;132.6742;1.7417;0.6833;146
100.5522;473534.2544;5459322.105;92.1853;47.4742;-1.8381;64.2108;52.4783;128.3758;2.1833;0.7729;119
94.6216;471486.0991;5480459.744;92.1853;47.2667;-1.878;64.7692;52.905;126.8033;1.7667;0.3971;103
90.5756;472715.6143;5491684.301;133.5734;46.3633;-1.9772;64.4;53.3292;126.115;1.925;0.591;99
95.6147;476795.9713;5472459.87;92.1853;49.9942;-1.8281;65.665;56.4942;127.2592;2.2;0.3682;117
91.1718;472929.5273;5489717.078;133.5734;46.3633;-1.9772;64.4;53.3292;126.115;1.925;0.635;99
94.3608;474628.8514;5494024.365;133.5734;47.3183;-1.9264;64.515;56.4617;126.2225;2.2583;0.7605;100
96.7262;476160.2257;5476149.416;92.1853;50.6567;-1.8718;65.0225;59.105;127.28;2.825;0.5914;108
96.7911;476149.2299;5474865.922;92.1853;50.6567;-1.8718;65.0225;59.105;127.28;2.825;0.552;111
89.9525;472604.6664;5495161.926;133.5734;45.7708;-2.0022;63.8375;53.9683;126.1092;1.975;0.6373;97
100.1205;471196.1873;5460286.732;133.5734;47.035;-1.8513;64.4292;51.9858;128.7167;2.1167;0.626;119
89.5359;471245.2054;5494432.222;133.5734;45.7708;-2.0022;63.8375;53.9683;126.1092;1.975;0.6107;96
87.3701;461672.0239;5479285.264;92.1853;46.5525;-1.8816;65.4192;47.8442;126.1317;1.55;0.5871;100
89.5252;472351.7634;5494456.206;133.5734;45.7708;-2.0022;63.8375;53.9683;126.1092;1.975;0.6946;98
97.3991;477135.8311;5468416.475;92.1853;49.5108;-1.8463;65.5083;55.4658;127.6508;2.15;0.6183;111
83.4848;460491.5042;5482790.888;92.1853;45.9725;-1.8648;65.2742;45.7658;126.1483;1.5333;0.2917;96
93.0246;463216.3695;5461626.238;120.7396;46.2167;-1.845;65.075;47.9642;128.6642;1.8333;0.6234;94
99.5473;476193.1995;5463080.598;92.1853;48.7925;-1.8585;64.6125;54.8633;128.18;2.3167;0.6509;106
94.4581;463216.3695;5461626.238;120.7396;46.2167;-1.845;65.075;47.9642;128.6642;1.8333;0.6234;94
99.3928;476193.1995;5463080.598;92.1853;48.7925;-1.8585;64.6125;54.8633;128.18;2.3167;0.6509;106
92.5349;460427.4773;5463589.472;120.7396;46.0558;-1.8322;65.0508;46.3442;128.3458;1.875;0.5774;94
92.2298;460431.4757;5463581.475;120.7396;46.0558;-1.8322;65.0508;46.3442;128.3458;1.875;0.5774;96
137.1244;412166.6094;5377265.777;120.7396;50.28;-1.5935;65.3317;49.1117;132.1;1.6417;0.699;145
99.4279;471184.1921;5460331.714;133.5734;47.035;-1.8513;64.4292;51.9858;128.7167;2.1167;0.626;113
82.5655;459156.041;5488265.726;92.1853;44.8758;-1.9344;65.3267;45.3917;126.5225;1.4;0.6508;91
85.2824;462177.8316;5483811.477;92.1853;46.5783;-1.8875;65.6125;47.8225;125.65;1.4833;0.5094;95
92.0875;471745.9977;5483835.411;92.1853;46.7217;-1.9126;64.4892;52.8575;126.33;1.8;0.5106;101
143.2578;422067.6385;5374684.797;133.5734;51.7025;-1.4128;63.8683;51.2642;132.2917;2.375;0.7174;148
95.2963;469948.6954;5466528.259;92.1853;47.4342;-1.8583;64.66;52.3767;128.2375;2.025;0.8324;111
89.9798;472654.64;5493600.543;133.5734;45.7708;-2.0022;63.8375;53.9683;126.1092;1.975;0.6638;97
96.1528;469948.6954;5466528.259;92.1853;47.4342;-1.8583;64.66;52.3767;128.2375;2.025;0.8324;111
94.9044;471484.0941;5474168.224;92.1853;47.7242;-1.8643;64.9667;53.1475;127.2967;1.7833;0.5882;105
92.8427;466496.0829;5471447.325;92.1853;46.7;-1.8833;65.1333;49.5975;128.0192;1.625;0.4329;102
94.8128;472421.7207;5475919.528;92.1853;47.7242;-1.8643;64.9667;53.1475;127.2967;1.7833;0.6095;106
94.6832;474665.8233;5476051.462;92.1853;48.3108;-1.8554;64.9658;54.695;127.1683;1.7917;0.6773;108
96.7533;475242.5925;5475925.508;92.1853;48.3108;-1.8554;64.9658;54.695;127.1683;1.7917;0.6324;107
96.7876;475162.6241;5474620.024;92.1853;48.3108;-1.8554;64.9658;54.695;127.1683;1.7917;0.5662;116
94.9049;469226.9916;5470926.517;92.1853;47.555;-1.8784;65.3933;51.2392;127.6525;1.6917;0.4306;105
91.3248;464443.8974;5469221.22;92.1853;46.68;-1.8728;65.155;49.4192;128.4683;1.7333;0.8784;105
189.5582;403098.1301;5321110.053;133.5734;51.7567;-0.9564;65.4158;42.1625;135.5467;2.3417;0.8025;197
190.1278;401948.5875;5320570.27;133.5734;51.7567;-0.9564;65.4158;42.1625;135.5467;2.3417;0.6983;190
91.4897;473224.4082;5488296.638;92.1853;47.1717;-1.8868;64.5575;55.335;126.0392;2.0417;0.4603;100
188.8154;402793.2419;5322649.448;133.5734;53.5467;-0.9866;65.3317;45.5267;135.6608;3.1083;0.6857;189
92.7402;466473.0884;5469672.03;92.1853;46.7;-1.8833;65.1333;49.5975;128.0192;1.625;0.5167;99
101.2071;469718.7749;5459179.181;133.5734;46.8325;-1.8359;64.3942;51.2533;128.7292;2.1833;0.5972;108
97.2079;466785.9455;5460448.689;120.7396;46.8867;-1.8491;64.6442;50.6483;128.3767;1.975;0.7149;102
91.5385;463711.1857;5467330.973;120.7396;46.68;-1.8728;65.155;49.4192;128.4683;1.7333;0.6938;94
95.2575;465034.6483;5462819.756;120.7396;46.5658;-1.8563;64.88;49.4158;128.5217;1.8417;0.8108;96
94.4827;465034.6483;5462824.754;120.7396;46.5658;-1.8563;64.88;49.4158;128.5217;1.8417;0.8108;96
189.5803;397745.2605;5320445.329;120.7396;51.5833;-0.9154;65.8467;42.2;135.5892;2.3;0.7447;190
90.2658;465001.6901;5476955.164;92.1853;47.095;-1.8662;65.945;49.3675;127.0692;1.5583;0.4222;96
95.9351;472665.6188;5470955.486;92.1853;47.9258;-1.8616;65.0992;52.87;127.4367;1.875;0.5737;106
91.495;465191.6075;5473433.549;92.1853;46.7;-1.8833;65.1333;49.5975;128.0192;1.625;0.6211;96
98.4372;474420.9087;5464980.85;92.1853;48.4042;-1.854;65.1592;53.6075;127.8517;1.875;0.5359;109
94.7731;474681.8177;5478083.661;92.1853;48.3108;-1.8554;64.9658;54.695;127.1683;1.7917;0.6486;105
94.0157;465728.3765;5465220.8;120.7396;46.68;-1.8728;65.155;49.4192;128.4683;1.7333;0.5842;97
94.0144;465719.3801;5465217.801;120.7396;46.68;-1.8728;65.155;49.4192;128.4683;1.7333;0.5842;97
93.8128;475109.648;5482492.92;92.1853;47.785;-1.8658;64.5983;55.11;126.7642;2.0333;0.6036;117
135.3957;412323.5496;5378985.095;120.7396;50.28;-1.5935;65.3317;49.1117;132.1;1.6417;0.5987;139
92.2733;473915.1298;5486079.51;92.1853;47.3583;-1.8148;64.5058;55.2392;126.4958;2.0333;0.7164;97
93.845;475039.681;5487852.802;92.1853;47.1717;-1.8868;64.5575;55.335;126.0392;2.0417;0.5649;103
91.6606;475508.4941;5488602.503;92.1853;47.1717;-1.8868;64.5575;55.335;126.0392;2.0417;0.3684;104
94.512;474865.745;5480367.759;92.1853;47.785;-1.8658;64.5983;55.11;126.7642;2.0333;0.476;114
94.4692;472922.5251;5482647.873;92.1853;47.2667;-1.878;64.7692;52.905;126.8033;1.7667;0.569;99
95.4975;472665.622;5474324.155;92.1853;47.7242;-1.8643;64.9667;53.1475;127.2967;1.7833;0.5934;106
135.5044;420089.4488;5382744.603;120.7396;50.0817;-1.4869;61.9117;51.365;132.2933;2.575;0.8173;144
139.1264;412916.3056;5374491.878;120.7396;50.0225;-1.5484;65.0983;48.8325;132.6742;1.7417;0.6143;140
140.0344;413019.2625;5373314.345;120.7396;50.0225;-1.5484;65.0983;48.8325;132.6742;1.7417;0.5401;141
133.9821;412951.3021;5380795.377;120.7396;50.28;-1.5935;65.3317;49.1117;132.1;1.6417;0.5826;136
133.9809;412948.3033;5380797.376;120.7396;50.28;-1.5935;65.3317;49.1117;132.1;1.6417;0.5826;136
133.9958;412944.3049;5380798.375;120.7396;50.28;-1.5935;65.3317;49.1117;132.1;1.6417;0.5826;136
151.2536;425669.7549;5429887.887;130.8274;45.0533;-1.6118;62.09;41.7425;130.4425;2.7083;0.7917;159
107.6885;440703.6332;5423658.881;120.7396;46.9683;-1.5076;62.6917;44.6842;131.1792;2.6417;0.4763;109
154.9764;408265.716;5407298.747;130.8274;47.935;-1.7497;64.0783;52.1842;130.7675;2.2;0.7804;161
127.3387;417565.4978;5404529.926;133.5734;48.2142;-1.5512;63.5958;47.8342;131.2942;2.175;0.7955;137
142.38;416200.2403;5409509.005;133.5734;47.01;-1.6779;61.5408;50.8883;131.1067;2.475;0.859;148
122.1029;432317.8234;5415516.334;120.7396;47.8158;-1.5094;62.2433;44.4267;131.2317;2.7417;0.8157;130
109.927;437684.8265;5418833.49;120.7396;47.9875;-1.4782;62.9683;44.8683;131.2308;2.7417;0.5132;114
120.8429;420757.119;5404239.203;120.7396;48.6817;-1.5388;63.6417;46.6933;131.4608;2.1917;0.6475;122
118.0693;425384.3199;5406899.451;120.7396;48.3858;-1.5856;62.6792;45.36;131.1525;2.475;0.762;119
123.0274;425707.3465;5411308.968;120.7396;47.6842;-1.5949;61.7658;45.3067;131.2342;2.5833;0.8271;136
131.7824;423474.2895;5411661.563;133.5734;47.3658;-1.5691;61.5558;47.18;131.1725;2.5167;0.8777;137
113.9855;433515.4707;5407730.693;120.7396;50.3958;-1.3568;63.8742;46.1092;131.915;2.325;0.7117;115
116.6144;428846.6512;5405464.586;120.7396;48.9142;-1.4698;63.0417;44.8208;131.1783;2.45;0.8014;127
113.2797;431837.2543;5413387.58;120.7396;48.61;-1.4757;62.8717;44.7133;131.2733;2.5333;0.6084;114
111.8218;434330.2768;5413335.437;120.7396;49.4117;-1.4235;63.7333;45.035;131.6133;2.3917;0.7704;114
139.5158;405019.6418;5397323.718;133.5734;47.9483;-1.5924;64.46;52.0492;131.3783;2.075;0.6222;139
144.5139;412009.7142;5403024.614;133.5734;48.3433;-1.5844;64.3583;50.1358;131.3492;2.1167;0.8669;149
131.1077;410515.8811;5394609.34;133.5734;48.555;-1.638;64.8808;49.9325;131.6025;1.7833;0.3861;138
131.9012;410682.967;5395396.088;133.5734;48.555;-1.638;64.8808;49.9325;131.6025;1.7833;0.5759;132
137.3626;407851.0123;5397265.347;133.5734;47.9483;-1.5924;64.46;52.0492;131.3783;2.075;0.7054;139
129.7868;414052.9549;5400168.792;133.5734;48.5233;-1.655;64.185;48.5767;131.655;1.9417;0.6317;132
127.3;415994.5849;5393824.201;120.7396;49.4467;-1.6453;64.7258;48.7158;131.9433;1.8;0.714;126
125.4254;418544.2544;5395543.265;120.7396;49.01;-1.6003;64.3067;47.8025;131.6992;2.0;0.7382;127
126.1861;418458.2666;5393676.687;120.7396;49.585;-1.541;64.2175;48.2742;131.995;1.9667;0.5397;128
125.6754;419341.536;5393675.042;120.7396;49.585;-1.541;64.2175;48.2742;131.995;1.9667;0.6593;131
124.0423;420081.1425;5397022.085;120.7396;49.01;-1.6003;64.3067;47.8025;131.6992;2.0;0.6394;125
122.7769;419373.521;5401012.481;120.7396;48.2142;-1.5512;63.5958;47.8342;131.2942;2.175;0.5865;123
136.1578;404816.9311;5384040.306;133.5734;48.3692;-1.6762;65.6142;49.2208;131.91;1.55;0.5107;147
137.1185;404528.1472;5389615.639;133.5734;47.9675;-1.6595;64.9067;50.8242;131.7875;1.8083;0.5712;141
133.9484;410722.5478;5384443.882;120.7396;50.21;-1.5728;66.9133;48.1083;131.4575;1.4583;0.6409;138
129.4165;413489.2308;5390304.423;120.7396;49.4117;-1.6482;65.2892;48.6375;132.26;1.6;0.425;133
133.7551;408242.8352;5389275.801;120.7396;49.295;-1.5499;66.0958;48.6733;131.8542;1.5333;0.6157;136
132.5338;410093.4385;5393048.39;133.5734;48.555;-1.638;64.8808;49.9325;131.6025;1.7833;0.6333;135
133.2471;412043.7287;5385946.276;120.7396;50.0167;-1.6502;65.6142;48.6708;132.1383;1.6083;0.7;133
134.2784;411576.9787;5383918.959;120.7396;50.0167;-1.6502;65.6142;48.6708;132.1383;1.6083;0.7302;139
133.7081;411641.1462;5384718.462;120.7396;50.0167;-1.6502;65.6142;48.6708;132.1383;1.6083;0.8345;140
133.5441;409040.581;5387128.099;120.7396;49.295;-1.5499;66.0958;48.6733;131.8542;1.5333;0.3762;136
130.6261;414094.7623;5388960.953;120.7396;49.5867;-1.6387;64.9617;48.3733;132.4283;1.8167;0.7472;134
126.6116;418198.3337;5393013.388;120.7396;49.585;-1.541;64.2175;48.2742;131.995;1.9667;0.597;126
129.1351;414007.0273;5390930.211;120.7396;49.5867;-1.6387;64.9617;48.3733;132.4283;1.8167;0.5909;129
120.6029;422501.9135;5401846.63;120.7396;48.6817;-1.5388;63.6417;46.6933;131.4608;2.1917;0.5072;123
124.1504;421124.137;5395862.169;120.7396;49.5308;-1.5794;64.2675;46.84;131.8908;2.025;0.7357;125
124.1166;421116.7807;5395862.273;120.7396;49.5308;-1.5794;64.2675;46.84;131.8908;2.025;0.7357;125
119.1839;427353.9383;5402504.218;120.7396;49.9208;-1.4152;63.8592;45.3225;131.835;2.1667;0.7245;122
163.0695;391287.8406;5379626.268;130.8274;47.1733;-1.6425;64.8458;52.0917;132.0983;1.7917;0.6902;163
166.978;389712.418;5371139.42;133.5734;47.3792;-1.573;65.1942;49.9917;132.1933;1.8167;0.6074;174
154.8229;391136.0745;5372902.02;133.5734;47.3792;-1.573;65.1942;49.9917;132.1933;1.8167;0.6692;169
152.7985;392512.9432;5367193.802;133.5734;47.0;-1.5631;64.23;48.9433;133.0983;1.8417;0.423;156
154.6174;388868.749;5365818.673;133.5734;47.2333;-1.5352;64.9208;50.0592;132.4683;1.9667;0.7042;159
152.1733;392173.4967;5371503.35;133.5734;46.8808;-1.5785;64.595;49.135;132.6125;1.7583;0.6209;157
154.6166;390192.9565;5364280.635;133.5734;47.0875;-1.5396;64.9292;49.1842;132.42;1.8833;0.4518;159
157.4711;390206.6182;5366893.374;133.5734;47.0875;-1.5396;64.9292;49.1842;132.42;1.8833;0.6323;159
139.5015;402690.5222;5378761.938;133.5734;48.3283;-1.6128;65.9808;47.8458;132.1425;1.375;0.4535;146
138.8242;400730.6911;5383154.654;133.5734;47.4758;-1.7221;64.835;49.9567;132.1475;1.7;0.6029;148
135.7483;407681.0099;5381969.065;120.7396;49.7617;-1.6049;66.825;47.72;131.5667;1.3583;0.2232;148
138.0664;408964.5625;5375110.461;120.7396;50.0017;-1.4972;65.585;48.6442;132.4508;1.5333;0.7966;141
150.8568;394017.8458;5370134.188;133.5734;46.8808;-1.5785;64.595;49.135;132.6125;1.7583;0.5615;157
151.5681;397878.3406;5364881.841;133.5734;47.3492;-1.5018;63.9683;48.9325;133.3217;1.8333;0.6146;152
147.1904;398984.0558;5372100.253;133.5734;47.5442;-1.6063;64.2675;48.6742;132.7883;1.6333;0.7831;148
145.6252;406356.4499;5367915.13;120.7396;49.5008;-1.4453;64.8975;48.22;133.43;1.6083;0.6313;144
142.69;404680.4491;5372023.54;120.7396;49.3858;-1.4934;65.2408;48.325;132.7808;1.5167;0.681;142
146.0604;401318.0392;5371603.154;133.5734;47.5442;-1.6063;64.2675;48.6742;132.7883;1.6333;0.4657;147
148.2605;402302.7622;5365281.891;120.7396;48.8842;-1.4343;64.8717;48.3175;133.1658;1.7;0.6952;150
168.6326;384675.096;5355339.048;170.8073;47.1133;-1.3495;64.3325;48.9083;133.5508;2.3667;0.7651;182
159.8;391914.8943;5354818.665;133.5734;47.1333;-1.4624;64.47;48.2508;133.5475;2.125;0.462;163
160.1383;388026.2317;5359497.294;133.5734;47.095;-1.4623;65.0825;48.8925;132.8808;2.05;0.532;172
159.2668;388257.3033;5359570.573;133.5734;47.095;-1.4623;65.0825;48.8925;132.8808;2.05;0.5046;170
226.9204;379944.1795;5344373.054;170.8073;44.7867;-1.1493;65.055;42.2333;134.0533;2.0;0.568;229
177.0228;384104.7115;5348078.615;170.8073;46.4683;-1.1832;65.9167;44.3292;133.5525;1.85;0.7157;180
162.6105;388755.7919;5351354.902;133.5734;46.8233;-1.3162;65.0375;46.9692;133.4225;2.1167;0.4067;164
164.7327;390605.727;5348417.009;133.5734;47.7025;-1.2172;64.9017;46.8342;134.1217;2.2083;0.761;163
157.4786;397399.1056;5355150.617;133.5734;48.6383;-1.3397;64.6675;48.3142;133.63;1.9917;0.6258;160
155.9053;396017.145;5358211.123;133.5734;48.6383;-1.3397;64.6675;48.3142;133.63;1.9917;0.5701;162
153.5036;396117.2877;5362868.016;133.5734;48.1692;-1.4575;64.6508;48.5925;133.2317;1.8833;0.5958;158
154.0629;398725.8985;5359718.736;120.7396;48.6442;-1.3862;64.6683;48.3525;133.3058;1.8667;0.7879;154
153.9418;405089.4208;5355828.567;120.7396;50.615;-1.3174;64.7433;48.4508;133.6225;1.8667;0.5702;154
162.3217;396976.9812;5348620.599;120.7396;49.8133;-1.1783;65.005;47.9575;134.1017;2.3583;0.5319;163
165.4336;396119.7804;5345156.107;120.7396;49.8133;-1.1783;65.005;47.9575;134.1017;2.3583;0.5693;167
161.1251;393374.7445;5352022.522;133.5734;48.1683;-1.3001;64.3183;48.0083;134.0175;2.25;0.7926;164
163.6955;401062.2785;5345423.949;120.7396;51.4492;-1.2251;65.0058;48.3058;134.2667;2.1583;0.7886;173
178.3617;379094.7874;5335473.193;170.8073;42.6383;-0.9665;65.01;37.6092;134.8183;1.7583;0.519;178
180.74;379214.6633;5338328.344;170.8073;43.4583;-1.0786;64.8342;40.1417;134.365;1.8583;0.5886;183
171.0248;383508.2045;5343587.488;170.8073;45.3633;-1.1494;65.0717;42.9742;134.3817;1.875;0.7167;174
175.5146;380843.0141;5338683.32;170.8073;43.4583;-1.0786;64.8342;40.1417;134.365;1.8583;0.5432;177
176.7024;385737.0207;5335058.615;133.5734;46.1642;-0.9754;64.785;42.4517;135.2625;2.075;0.7312;176
170.3538;392331.6801;5340378.701;133.5734;49.8325;-1.0683;65.32;46.5025;134.6358;2.5417;0.556;171
